"Date","Player","Country","Runs","NotOut","Minutes","BallsFaced","Fours","Sixes","StrikeRate","Innings","Participation","Opposition","Ground"
2023-07-24,"Lucky Ali ","DEN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Austria","Edinburgh (Golden)"
2023-07-24,"JS Henriksen ","DEN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Austria","Edinburgh (Golden)"
2023-07-24,"Saran Aslam ","DEN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Austria","Edinburgh (Golden)"
2023-07-24,"Saud Munir ","DEN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Austria","Edinburgh (Golden)"
2023-07-24,"Abdullah Mahmood ","DEN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Austria","Edinburgh (Golden)"
2023-07-24,"Surya Anand ","DEN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Austria","Edinburgh (Golden)"
2023-07-24,"GH Dockrell ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh (Golden)"
2023-07-24,"C Campher ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh (Golden)"
2023-07-24,"JB Little ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh (Golden)"
2023-07-24,"MR Adair ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh (Golden)"
2023-07-24,"B White ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh (Golden)"
2023-07-24,"NA Rock ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh (Golden)"
2023-07-24,"BJ McCarthy ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh (Golden)"
2023-07-24,"HT Tector ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh (Golden)"
2023-07-25,"ASF Sirah ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Vanuatu","Port Moresby"
2023-07-25,"Huzaifa Mohammed ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Vanuatu","Port Moresby"
2023-07-25,"KDA Lukies ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Vanuatu","Port Moresby"
2023-07-25,"G Chohan ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Vanuatu","Port Moresby"
2023-07-25,"LJ Myott ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Vanuatu","Port Moresby"
2023-07-25,"R Drake ","Japan",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Papau New Guinea","Port Moresby"
2023-07-25,"N Vanua ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-25,"J Kariko ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-25,"S Bau ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-25,"KV Morea ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-25,"SI Kamea ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-25,"S di Bartolomeo ","ITA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Denmark","Edinburgh"
2023-07-25,"BJ Currie ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Austria","Edinburgh (Golden)"
2023-07-25,"SM Sharif ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Austria","Edinburgh (Golden)"
2023-07-25,"MRJ Watt ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Austria","Edinburgh (Golden)"
2023-07-25,"MA Leask ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Austria","Edinburgh (Golden)"
2023-07-25,"GT Main ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Austria","Edinburgh (Golden)"
2023-07-25,"CN Greaves ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Austria","Edinburgh (Golden)"
2023-07-25,"TSS Mackintosh ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Austria","Edinburgh (Golden)"
2023-07-25,"DG Blampied ","JER",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Germany","Edinburgh"
2023-07-25,"CW Perchard ","JER",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Germany","Edinburgh"
2023-07-25,"EJB Miles ","JER",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Germany","Edinburgh"
2023-07-25,"JAD Lawrenson ","JER",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Germany","Edinburgh"
2023-07-25,"SVE Bharathi ","GER",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh"
2023-07-26,"SI Kamea ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Vanuatu","Port Moresby"
2023-07-26,"A Nao ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Vanuatu","Port Moresby"
2023-07-26,"Khizar Hayat ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-26,"S Vijay Unni ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-26,"Syazrul Idrus ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-26,"Rizwan Haider ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-26,"Ahmed Faiz ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-26,"Pavandeep Singh ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-26,"Zubaidi Zulkifle ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-26,"H Isorena ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-26,"Huzaifa Mohammed ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-26,"ASF Sirah ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-26,"LJ Myott ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-27,"Sarawut Maliwan ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-27,"Robert Raina ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-27,"K Namchaikul ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-27,"N Senamontree ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-27,"N Nuntarach ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-27,"C Chatphaisan ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-27,"J Coetzee ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-27,"P Suanchuai ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","China","Kuala Lumpur"
2023-07-27,"Ahmed Faiz ","MAS",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Bhutan","Kuala Lumpur"
2023-07-27,"Pavandeep Singh ","MAS",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Bhutan","Kuala Lumpur"
2023-07-27,"Tashi Phuntsho ","BHU",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malaysia","Kuala Lumpur"
2023-07-27,"Karma Dorji ","BHU",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malaysia","Kuala Lumpur"
2023-07-27,"BJ Currie ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Denmark","Edinburgh"
2023-07-27,"GT Main ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Denmark","Edinburgh"
2023-07-27,"Saud Munir ","DEN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Scotland","Edinburgh"
2023-07-27,"Abdullah Mahmood ","DEN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Scotland","Edinburgh"
2023-07-28,"SH Obed ","VAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-28,"W Nalisa ","VAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-28,"D Wotu ","VAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-28,"JP Kaltapau ","VAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-28,"Sarawut Maliwan ","THA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Myanmar","Kuala Lumpur"
2023-07-28,"K Namchaikul ","THA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Myanmar","Kuala Lumpur"
2023-07-28,"N Senamontree ","THA",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Myanmar","Kuala Lumpur"
2023-07-28,"J Kariko ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Philippines","Port Moresby"
2023-07-28,"JWW Gardner ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Philippines","Port Moresby"
2023-07-28,"KV Morea ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Philippines","Port Moresby"
2023-07-28,"LJ Myott ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Papau New Guinea","Port Moresby"
2023-07-28,"S Singh ","PHI",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Papau New Guinea","Port Moresby"
2023-07-28,"GK Berg ","ITA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Germany","Edinburgh"
2023-07-28,"Jaspreet Singh ","ITA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Germany","Edinburgh"
2023-07-28,"S di Bartolomeo ","ITA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Germany","Edinburgh"
2023-07-28,"E Karimi ","DEN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh (Golden)"
2023-07-28,"Saud Munir ","DEN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Jersey","Edinburgh (Golden)"
2023-07-28,"BJ Currie ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Ireland","Edinburgh"
2023-07-28,"SM Sharif ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Ireland","Edinburgh"
2023-07-28,"GT Main ","Scotland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Ireland","Edinburgh"
2023-07-29,"W Nalisa ","VAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Philippines","Port Moresby"
2023-07-29,"D Wotu ","VAN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Philippines","Port Moresby"
2023-07-29,"R Drake ","Japan",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Papau New Guinea","Port Moresby"
2023-07-29,"N Vanua ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-29,"SI Kamea ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-29,"A Nao ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-29,"H Hiri ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-29,"J Kariko ","Papau New Guinea",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Japan","Port Moresby"
2023-07-30,"Tashi Phuntsho ","BHU",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","China","Kuala Lumpur"
2023-07-30,"S Chophel ","BHU",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","China","Kuala Lumpur"
2023-07-30,"Karma Dorji ","BHU",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","China","Kuala Lumpur"
2023-07-30,"A Mongar ","BHU",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","China","Kuala Lumpur"
2023-07-30,"S Loday ","BHU",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","China","Kuala Lumpur"
2023-07-30,"Rizwan Haider ","MAS",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Myanmar","Kuala Lumpur"
2023-07-30,"Pavandeep Singh ","MAS",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Myanmar","Kuala Lumpur"
2023-07-30,"S Vijay Unni ","MAS",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Myanmar","Kuala Lumpur"
2023-07-31,"J Coetzee ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bhutan","Kuala Lumpur"
2023-07-31,"Sarawut Maliwan ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bhutan","Kuala Lumpur"
2023-07-31,"K Namchaikul ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bhutan","Kuala Lumpur"
2023-07-31,"Robert Raina ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bhutan","Kuala Lumpur"
2023-07-31,"C Chatphaisan ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bhutan","Kuala Lumpur"
2023-07-31,"N Senamontree ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bhutan","Kuala Lumpur"
2023-07-31,"P Suanchuai ","THA",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Bhutan","Kuala Lumpur"
2023-07-31,"Myat Thu Aung ","MYAN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","China","Kuala Lumpur"
2023-07-31,"Zou Kui ","CHN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Myanmar","Kuala Lumpur"
2023-07-31,"Luo Shilin ","CHN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Myanmar","Kuala Lumpur"
2023-07-31,"Yin Chenhao ","CHN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Myanmar","Kuala Lumpur"
2023-07-31,"Ma Qiancheng ","CHN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Myanmar","Kuala Lumpur"
2023-08-01,"Khizar Hayat ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Thailand","Kuala Lumpur"
2023-08-01,"Ainool Hafizs ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Thailand","Kuala Lumpur"
2023-08-01,"Muhammad Amir ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Thailand","Kuala Lumpur"
2023-08-01,"Syazrul Idrus ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Thailand","Kuala Lumpur"
2023-08-01,"Rizwan Haider ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Thailand","Kuala Lumpur"
2023-08-01,"Pavandeep Singh ","MAS",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Thailand","Kuala Lumpur"
2023-08-03,"AJ Hosein ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","India","Tarouba"
2023-08-03,"AS Joseph ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","India","Tarouba"
2023-08-03,"OC McCoy ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","India","Tarouba"
2023-08-05,"BP Adapaka ","HUN",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Croatia","Szodliget"
2023-08-06,"Zahir Mohammed ","HUN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Croatia","Szodliget"
2023-08-06,"Abhishek Ahuja ","HUN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Croatia","Szodliget"
2023-08-06,"A Prashar ","HUN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Croatia","Szodliget"
2023-08-06,"Abhijeet Ahuja ","HUN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Croatia","Szodliget"
2023-08-06,"V Ravindran ","HUN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Croatia","Szodliget"
2023-08-06,"Abbas Ghani ","HUN",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Croatia","Szodliget"
2023-08-06,"Mukesh Kumar ","India",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","West Indies","Providence"
2023-08-06,"YS Chahal ","India",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","West Indies","Providence"
2023-08-06,"OC McCoy ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","India","Providence"
2023-08-08,"RL Chase ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","India","Providence"
2023-08-08,"OC McCoy ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","India","Providence"
2023-08-08,"AJ Hosein ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","India","Providence"
2023-08-08,"AS Joseph ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","India","Providence"
2023-08-08,"YS Chahal ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Providence"
2023-08-08,"Kuldeep Yadav ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Providence"
2023-08-08,"SV Samson ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Providence"
2023-08-08,"AR Patel ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Providence"
2023-08-08,"Mukesh Kumar ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Providence"
2023-08-08,"Arshdeep Singh ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Providence"
2023-08-12,"OC McCoy ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","India","Lauderhill"
2023-08-12,"YS Chahal ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Lauderhill"
2023-08-12,"Kuldeep Yadav ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Lauderhill"
2023-08-12,"SV Samson ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Lauderhill"
2023-08-12,"AR Patel ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Lauderhill"
2023-08-12,"Mukesh Kumar ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Lauderhill"
2023-08-12,"SA Yadav ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Lauderhill"
2023-08-12,"HH Pandya ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Lauderhill"
2023-08-12,"Arshdeep Singh ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","West Indies","Lauderhill"
2023-08-13,"AJ Hosein ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","India","Lauderhill"
2023-08-13,"SO Hetmyer ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","India","Lauderhill"
2023-08-13,"R Shepherd ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","India","Lauderhill"
2023-08-13,"RL Chase ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","India","Lauderhill"
2023-08-13,"JO Holder ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","India","Lauderhill"
2023-08-13,"AS Joseph ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","India","Lauderhill"
2023-08-13,"R Powell ","West Indies",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","India","Lauderhill"
2023-08-14,"H Singh ","GER",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Guernsey","Deventer"
2023-08-14,"SVE Bharathi ","GER",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Guernsey","Deventer"
2023-08-14,"Sachin Mandy ","GER",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Guernsey","Deventer"
2023-08-14,"Sahir Naqash ","GER",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Guernsey","Deventer"
2023-08-14,"Fayaz Khan ","GER",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Guernsey","Deventer"
2023-08-14,"Faisal Mubashir ","GER",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Guernsey","Deventer"
2023-08-14,"Muslim Yar ","GER",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Guernsey","Deventer"
2023-08-14,"Ghulam Ahmadi ","GER",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Guernsey","Deventer"
2023-08-14,"Muslim Yar ","GER",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Guernsey","Deventer"
2023-08-14,"Ghulam Ahmadi ","GER",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Guernsey","Deventer"
2023-08-14,"SVE Bharathi ","GER",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Guernsey","Deventer"
2023-08-14,"Sachin Mandy ","GER",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Guernsey","Deventer"
2023-08-14,"DR Hooper ","GUE",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Germany","Deventer"
2023-08-14,"D Mullen ","GUE",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Germany","Deventer"
2023-08-14,"A Bushell ","GUE",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Germany","Deventer"
2023-08-14,"LT Bichard ","GUE",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Germany","Deventer"
2023-08-15,"A Bushell ","GUE",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Germany","Deventer"
2023-08-15,"LT Bichard ","GUE",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Germany","Deventer"
2023-08-15,"LB Ferbrache ","GUE",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Germany","Deventer"
2023-08-15,"DR Hooper ","GUE",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Germany","Deventer"
2023-08-15,"OB Nightingale ","GUE",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Germany","Deventer"
2023-08-15,"D Mullen ","GUE",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Germany","Deventer"
2023-08-17,"KA Jamieson ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","United Arab Emirates","Dubai (DICS)"
2023-08-17,"BG Lister ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","United Arab Emirates","Dubai (DICS)"
2023-08-17,"TG Southee ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","United Arab Emirates","Dubai (DICS)"
2023-08-18,"SSM Stanislaus ","MLT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Romania","Ilfov County"
2023-08-18,"Imran Ameer ","MLT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Romania","Ilfov County"
2023-08-18,"Waqas Ahmad ","MLT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Romania","Ilfov County"
2023-08-18,"Waseem Abbas ","MLT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Romania","Ilfov County"
2023-08-18,"C Sudarsanan ","MLT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Romania","Ilfov County"
2023-08-18,"B Arora ","MLT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Romania","Ilfov County"
2023-08-18,"VP Thamotharam ","MLT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Romania","Ilfov County"
2023-08-18,"JB Little ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","India","Dublin (Malahide)"
2023-08-18,"B White ","Ireland",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","India","Dublin (Malahide)"
2023-08-18,"S Dube ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Ireland","Dublin (Malahide)"
2023-08-18,"M Prasidh Krishna ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Ireland","Dublin (Malahide)"
2023-08-18,"JJ Bumrah ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Ireland","Dublin (Malahide)"
2023-08-18,"RK Singh ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Ireland","Dublin (Malahide)"
2023-08-18,"Arshdeep Singh ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Ireland","Dublin (Malahide)"
2023-08-18,"Ravi Bishnoi ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Ireland","Dublin (Malahide)"
2023-08-18,"Washington Sundar ","India",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Ireland","Dublin (Malahide)"
2023-08-19,"L Gherasim ","ROM",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","Malta","Ilfov County"
2023-08-19,"Waqas Ahmad ","MLT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Romania","Ilfov County"
2023-08-19,"C Sudarsanan ","MLT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Romania","Ilfov County"
2023-08-19,"B Arora ","MLT",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Romania","Ilfov County"
2023-08-19,"Sukhkaran Sahi ","ROM",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malta","Ilfov County"
2023-08-19,"Luca Petre ","ROM",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","Malta","Ilfov County"
2023-08-19,"BG Lister ","New Zealand",NA,FALSE,NA,NA,NA,NA,NA,1,"DNB","United Arab Emirates","Dubai (DICS)"
2023-08-19,"Mohammed Faraazuddin ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Dubai (DICS)"
2023-08-19,"Ansh Tandon ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Dubai (DICS)"
2023-08-19,"Ali Naseer ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Dubai (DICS)"
2023-08-19,"Zahoor Khan ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Dubai (DICS)"
2023-08-19,"Aayan Afzal Khan ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Dubai (DICS)"
2023-08-19,"Muhammad Jawadullah ","United Arab Emirates",NA,FALSE,NA,NA,NA,NA,NA,2,"DNB","New Zealand","Dubai (DICS)"
